0	0
333	0.002081507
520.33	0.00267783
707.66	0.003157963
894.99	0.003561363
1082.32	0.003909114
1269.65	0.004215552
1456.98	0.004490331
1644.31	0.004739817
1831.64	0.004968601
2018.97	0.005179468
2206.3	0.00537599
2393.63	0.00555954
2580.96	0.005732609
2768.29	0.005895789
2955.62	0.006050786
3142.95	0.006197884
3330.28	0.006338239
3517.61	0.006472104
3704.94	0.006600248
3892.27	0.006722674
4079.6	0.00684024
4266.93	0.006953506
4454.26	0.007062754
4641.59	0.007167396
4828.92	0.00726834
5016.25	0.007365933
5203.58	0.00746025
5390.91	0.007551203
5578.24	0.007639268
5765.57	0.007724682
5952.9	0.007807466
6140.23	0.007887733
6327.56	0.007965751
6514.89	0.008041699
6702.22	0.008115352
6889.55	0.008186871
7076.88	0.008256426
7264.21	0.008324119
7451.54	0.008389607
7638.87	0.008453241
7826.2	0.008515097
8013.53	0.008575251
8200.86	0.00863378
8388.19	0.008690758
8575.52	0.008746051
8762.85	0.00879972
8950.18	0.008851902
9137.51	0.008902655
9324.84	0.008952032
9512.17	0.00900009
9699.5	0.009046823
9886.83	0.009092169
10074.16	0.009136264
10261.49	0.009179152
10448.82	0.009220876
10636.15	0.009261478
10823.48	0.009301001
11010.81	0.009339349
11198.14	0.009376643
11385.47	0.009412917
11572.8	0.009448206
11760.13	0.009482544
11947.46	0.009515966
12134.79	0.009548441
12322.12	0.00958
12509.45	0.009610696
12696.78	0.009640558
12884.11	0.009669614
13071.44	0.009697893
13258.77	0.009725335
13446.1	0.009751853
13633.43	0.009777623
13820.76	0.009802671
14008.09	0.009827022
14195.42	0.0098507
14382.75	0.00987373
14570.08	0.009896138
14757.41	0.009917947
14944.74	0.009939184
15132.07	0.009959872
15319.4	0.009980037
15506.73	0.009999704
15694.06	0.010018898
15881.39	0.010037643
16068.72	0.010055707
16256.05	0.010073051
16443.38	0.010089916
16630.71	0.010106318
16818.04	0.010122277
17005.37	0.010137812
17192.7	0.01015294
17380.03	0.010167679
17567.36	0.010182049
17754.69	0.010196068
17942.02	0.010209754
18129.35	0.010223125
18316.68	0.0102362
18504.01	0.010248997
18691.34	0.010261535
18878.67	0.010273485
19066	0.010284969
19253.33	0.010296144
19440.66	0.010307019
19627.99	0.010317609
19815.32	0.010327923
20002.65	0.010337975
20189.98	0.010347777
20377.31	0.01035734
20564.64	0.010366676
20751.97	0.010375797
20939.3	0.010384716
21126.63	0.010393443
21313.96	0.010401992
21501.29	0.010410374
21688.62	0.01041829
21875.95	0.010425947
22063.28	0.010433397
22250.61	0.010440648
22437.94	0.010447708
22625.27	0.010454583
22812.6	0.010461281
22999.93	0.010467811
23187.26	0.010474178
23374.59	0.010480391
23561.92	0.010486457
23749.25	0.010492383
23936.58	0.010498177
24123.91	0.010503846
24311.24	0.010509391
24498.57	0.01051462
24685.9	0.010519704
24873.23	0.01052465
25060.56	0.010529461
25247.89	0.010534142
25435.22	0.010538698
25622.55	0.010543135
25809.88	0.010547456
25997.21	0.010551667
26184.54	0.010555772
26371.87	0.010559777
26559.2	0.010563686
26746.53	0.010567503
26933.86	0.010571235
27121.19	0.010574841
27308.52	0.010578188
27495.85	0.010581436
27683.18	0.010584587
27870.51	0.010587646
28057.84	0.010590616
28245.17	0.0105935
28432.5	0.010596303
28619.83	0.010599028
28807.16	0.010601679
28994.49	0.010604259
29181.82	0.010606772
29369.15	0.010609222
29556.48	0.010611613
29743.81	0.010613947
29931.14	0.010616229
30118.47	0.010618463
30305.8	0.010620651
30493.13	0.010622798
30680.46	0.010624908
30867.79	0.010626984
31055.12	0.010629029
31242.45	0.010631048
31429.78	0.010633043
31617.11	0.010634752
31804.44	0.010636407
31991.77	0.010638013
32179.1	0.010639574
32366.43	0.010641092
32553.76	0.010642569
32741.09	0.010644007
32928.42	0.010645408
33115.75	0.010646775
33303.08	0.010648109
33490.41	0.010649414
33677.74	0.010650692
33865.07	0.010651943
34052.4	0.010653172
34239.73	0.01065438
34427.06	0.010655569
34614.39	0.010656741
34801.72	0.0106579
34989.05	0.010659046
35176.38	0.010660183
35363.71	0.010661312
35551.04	0.010662437
35738.37	0.010663558
35925.7	0.010664519
36113.03	0.010665408
36300.36	0.010666272
36487.69	0.010667114
36675.02	0.010667934
36862.35	0.010668734
37049.68	0.010669514
37237.01	0.010670276
37424.34	0.01067102
37611.67	0.010671748
37799	0.010672462
37986.33	0.010673161
38173.66	0.010673848
38360.99	0.010674524
38548.32	0.010675189
38735.65	0.010675844
38922.98	0.010676492
39110.31	0.010677132
39297.64	0.010677766
39484.97	0.010678396
39672.3	0.010679022
39859.63	0.010679646
40046.96	0.010680268
40234.29	0.010680828
40421.62	0.010681322
40608.95	0.010681803
40796.28	0.010682271
40983.61	0.010682727
41170.94	0.010683171
41358.27	0.010683603
41545.6	0.010684024
41732.93	0.010684434
41920.26	0.010684835
42107.59	0.010685226
42294.92	0.010685608
42482.25	0.010685982
42669.58	0.010686348
42856.91	0.010686706
43044.24	0.010687057
43231.57	0.010687402
43418.9	0.010687741
43606.23	0.010688074
43793.56	0.010688403
43980.89	0.010688727
44168.22	0.010689047
44355.55	0.010689364
44542.88	0.01068967
44730.21	0.010689952
44917.54	0.010690225
45104.87	0.01069049
45292.2	0.010690747
45479.53	0.010690995
45666.86	0.010691234
45854.19	0.010691466
46041.52	0.010691689
46228.85	0.010691903
46416.18	0.010692109
46603.51	0.010692307
46790.84	0.010692497
